TOA5	CR1000_HA07	CR1000	43363	CR1000.Std.22	CPU:Nyack_Met corrected_recal_11_27_12.CR1	48213	Met												
TIMESTAMP	RECORD	AirTC	RH	BP_mmHg	PAR_Den	SlrkW	Soil_T_C	VW	PA_uS	WindSpeed	WindDir	WindSpeed_S_WVT	WindDir_D1_WVT	WindDir_SD1_WVT	Rain_mm_Tot	AirTC_Max	AirTC_TMx	AirTC_Min	AirTC_TMn
TS	RN	Deg C	%	mmHg	umol/s/m^2	kW/m^2	Deg C		uSec	kph	Degrees	kph	Deg	Deg	mm	Deg C	Deg C	Deg C	Deg C
		Smp	Smp	Smp	Smp	Smp	Smp	Smp	Smp	Smp	Smp	WVc	WVc	WVc	Tot	Max	TMx	Min	TMn
4/6/2022 21:00	9615	-1.372	78.55	772.7	0	0	3.164	0.379	30.12	2.07	125.3	2.64	261.1	84.3	0	0.026	4/6/2022 20:10	-1.51	4/6/2022 20:50
4/6/2022 22:00	9616	-1.739	79.32	773.4	0	0	3.284	0.379	30.12	5.086	307.6	4.954	268.2	57.6	0	-0.446	4/6/2022 21:10	-2.152	4/6/2022 21:30
4/6/2022 23:00	9617	-2.385	83.6	774.1	0	0	3.381	0.379	30.12	2.583	155.3	2.024	169.5	56.39	0	-2.047	4/6/2022 22:20	-2.727	4/6/2022 22:50
4/7/2022 0:00	9618	-3.54	91.2	774	0	0	3.451	0.379	30.12	0.329	38.02	0.618	303.3	91.3	0	-3	4/6/2022 23:10	-3.54	4/7/2022 0:00
4/7/2022 1:00	9619	-4.081	92.8	774.1	0	0	3.525	0.38	30.14	1.073	14.56	0.631	176.9	91.3	0	-3.64	4/7/2022 0:10	-4.149	4/7/2022 0:40
4/7/2022 2:00	9620	-4.32	95.2	774.8	0	0	3.565	0.376	30.04	1.618	167.6	1.259	159.8	60.84	0	-4.012	4/7/2022 1:20	-4.56	4/7/2022 1:50
4/7/2022 3:00	9621	-5.242	96	774.4	0	0	3.594	0.375	30.02	0	299.5	1.036	116.1	73.86	0	-4.798	4/7/2022 2:10	-5.242	4/7/2022 3:00
4/7/2022 4:00	9622	-5.613	97.6	774.5	0	0	3.603	0.371	29.91	0	24.92	0.248	19.54	5.129	0.254	-5.169	4/7/2022 3:40	-5.715	4/7/2022 3:50
4/7/2022 5:00	9623	-5.92	97.3	775	0	0	3.594	0.369	29.83	1.067	285.9	1.624	176.5	70.05	0	-5.408	4/7/2022 4:20	-5.92	4/7/2022 5:00
4/7/2022 6:00	9624	-6.262	97.5	774.7	8.7	0.005	3.598	0.367	29.77	0.328	285.5	0.073	285.7	0.112	0	-5.715	4/7/2022 5:30	-6.262	4/7/2022 6:00
4/7/2022 7:00	9625	-4.895	95.8	775.4	279.7	0.155	3.571	0.365	29.73	0.408	60.92	1.669	126.2	33.58	0	-4.895	4/7/2022 7:00	-6.057	4/7/2022 6:20
4/7/2022 8:00	9626	-2.105	85.6	775.2	650.1	0.331	3.54	0.364	29.7	0	213.8	1.473	313.5	34.18	0	-2.105	4/7/2022 8:00	-4.28	4/7/2022 7:10
4/7/2022 9:00	9627	1.668	64.52	774.7	946	0.463	3.511	0.364	29.69	0.804	33.61	0.905	57.12	41.75	0	1.668	4/7/2022 9:00	-0.504	4/7/2022 8:10
4/7/2022 10:00	9628	3.736	54.63	774.6	1286	0.627	3.471	0.363	29.66	2.379	98.8	1.933	73.65	46.9	0	3.736	4/7/2022 10:00	0.745	4/7/2022 9:10
4/7/2022 11:00	9629	6.724	42.9	774	1538	0.746	3.439	0.362	29.65	3.637	69.74	2.882	110.1	37.34	0	6.724	4/7/2022 11:00	4.347	4/7/2022 10:10
4/7/2022 12:00	9630	8.92	31.15	773.2	1297	0.607	3.422	0.362	29.65	6.154	296.3	4.455	315.3	66.84	0	8.92	4/7/2022 11:50	7.606	4/7/2022 11:10
4/7/2022 13:00	9631	10.38	26.71	772.7	1366	0.642	3.434	0.362	29.64	6.784	325.9	6.783	292.8	35.84	0	10.38	4/7/2022 13:00	9.22	4/7/2022 12:10
4/7/2022 14:00	9632	11.22	30.96	771.6	1155	0.541	3.483	0.361	29.62	7.67	291.6	6.895	259.1	27.16	0	11.42	4/7/2022 13:40	10.41	4/7/2022 13:10
4/7/2022 15:00	9633	11.97	24.48	771.7	951	0.451	3.577	0.361	29.62	8.96	8.5	8.66	296.8	31.39	0	11.97	4/7/2022 15:00	11.32	4/7/2022 14:40
4/7/2022 16:00	9634	13.63	22.47	771.2	1133	0.56	3.691	0.361	29.61	3.968	292.7	6.926	299.3	48.51	0	13.63	4/7/2022 16:00	11.8	4/7/2022 15:10
4/7/2022 17:00	9635	9.94	38.08	770.5	450	0.21	3.84	0.36	29.58	4.475	192.5	3.862	179.9	21.22	0.254	14.38	4/7/2022 16:10	9.94	4/7/2022 17:00
4/7/2022 18:00	9636	7.032	56.51	769.9	153.6	0.065	3.995	0.359	29.57	0.373	177.9	2.343	185.2	40.58	0	8.41	4/7/2022 17:10	7.032	4/7/2022 18:00
4/7/2022 19:00	9637	5.01	63.88	769.4	25.39	0.011	4.163	0.359	29.55	2.454	240	1.584	211.8	31.09	0	6.597	4/7/2022 18:10	5.01	4/7/2022 19:00
4/7/2022 20:00	9638	3.447	73.48	769.2	0	0	4.302	0.358	29.54	0.717	189.7	1.677	202.2	62.54	0	4.367	4/7/2022 19:10	3.379	4/7/2022 19:50
4/7/2022 21:00	9639	1.823	82.8	769.8	0	0	4.425	0.356	29.47	0.947	130	0.608	165.3	92.6	0	3.074	4/7/2022 20:10	1.823	4/7/2022 21:00
4/7/2022 22:00	9640	0.773	86.8	769.4	0	0	4.526	0.356	29.46	1.005	352.6	0.716	97.8	99	0	1.584	4/7/2022 21:10	0.773	4/7/2022 22:00
4/7/2022 23:00	9641	-0.28	89.4	769.2	0	0	4.6	0.355	29.45	0.274	57.86	0.548	111.4	45.89	0	0.71	4/7/2022 22:20	-0.28	4/7/2022 23:00
4/8/2022 0:00	9642	-1.435	92.6	769.2	0	0	4.639	0.355	29.43	0	87.3	0.275	149.2	39.37	0	-0.417	4/7/2022 23:20	-1.435	4/8/2022 0:00
4/8/2022 1:00	9643	-1.874	94.7	768.6	0	0	4.663	0.354	29.42	0.776	28.86	0.387	307.8	82.8	0	-1.397	4/8/2022 0:40	-1.874	4/8/2022 1:00
4/8/2022 2:00	9644	-2.317	95.7	767.7	0	0	4.665	0.354	29.41	0.435	200.8	0.178	178.1	37.42	0	-1.875	4/8/2022 1:10	-2.317	4/8/2022 2:00
4/8/2022 3:00	9645	-2.385	95.6	767.3	0	0	4.665	0.354	29.41	1.683	209.8	0.482	95.6	59.85	0	-2.214	4/8/2022 2:10	-2.692	4/8/2022 2:50
4/8/2022 4:00	9646	-2.927	96	766.8	0	0	4.636	0.353	29.39	0.111	221.4	0.979	27.54	83.5	0	-2.351	4/8/2022 3:10	-2.929	4/8/2022 3:50
4/8/2022 5:00	9647	-3.267	96.1	765.9	0	0	4.599	0.353	29.38	3.3	143.4	1.298	85.7	85.7	0	-2.857	4/8/2022 4:30	-3.267	4/8/2022 5:00
4/8/2022 6:00	9648	-3.301	97	764.8	7.358	0.002	4.562	0.353	29.38	0.252	354.5	0.962	28.51	69.67	0	-2.857	4/8/2022 5:10	-3.369	4/8/2022 5:30
4/8/2022 7:00	9649	-3.06	97.5	764.3	101	0.043	4.516	0.353	29.38	1.437	178.7	0.533	107.7	62.75	0	-3.06	4/8/2022 7:00	-3.642	4/8/2022 6:40
4/8/2022 8:00	9650	-0.573	89.5	763.6	503.6	0.248	4.455	0.352	29.35	1.556	62.12	0.779	0.075	92.7	0	-0.573	4/8/2022 8:00	-2.787	4/8/2022 7:10
4/8/2022 9:00	9651	4.02	66.8	762.2	1003	0.495	4.398	0.352	29.35	1.536	137.8	1.465	54.88	74.52	0	4.02	4/8/2022 9:00	-0.029	4/8/2022 8:10
4/8/2022 10:00	9652	8.16	45.9	761.3	1297	0.637	4.343	0.351	29.34	2.641	120.1	2.117	105.3	42.36	0	8.16	4/8/2022 10:00	4.627	4/8/2022 9:10
4/8/2022 11:00	9653	13.11	32.74	760.4	1563	0.765	4.3	0.351	29.34	1.111	309.8	2.713	118.1	79.84	0	13.11	4/8/2022 11:00	8.8	4/8/2022 10:10
4/8/2022 12:00	9654	17.95	21.72	758.9	1749	0.855	4.265	0.351	29.34	12.22	64.67	6.514	68.46	75.17	0	18.06	4/8/2022 11:50	13.99	4/8/2022 11:10
4/8/2022 13:00	9655	17.06	25.63	758.3	572.9	0.255	4.278	0.351	29.34	10.77	97.7	12.51	94.2	56.21	0	18.12	4/8/2022 12:10	16.99	4/8/2022 12:50
4/8/2022 14:00	9656	15.19	32.11	758.1	131.5	0.052	4.337	0.351	29.32	10.1	59.68	14.75	102.5	23.63	0.254	16.99	4/8/2022 13:10	15.19	4/8/2022 14:00
4/8/2022 15:00	9657	11.08	48.49	757.9	48.75	0.016	4.438	0.351	29.32	4.507	184.7	5.872	255.7	76.59	0	13.66	4/8/2022 14:10	11.08	4/8/2022 15:00
4/8/2022 16:00	9658	10.85	58.66	758.2	31.4	0.01	4.544	0.351	29.32	13.19	274.8	7.247	288.5	78.14	0	13.24	4/8/2022 15:40	8.8	4/8/2022 15:20
4/8/2022 17:00	9659	10.94	49.95	758.5	37.41	0.014	4.656	0.351	29.32	18.46	304	13.66	274.6	30.95	0.762	10.94	4/8/2022 17:00	9.35	4/8/2022 16:10
4/8/2022 18:00	9660	9.47	50.7	758.4	21.38	0.009	4.757	0.35	29.31	16.92	313.9	18.49	305.2	11.72	0.508	10.43	4/8/2022 17:10	9.47	4/8/2022 18:00
4/8/2022 19:00	9661	9.1	49.81	757.7	4.677	0.002	4.831	0.351	29.32	8.76	318.4	14.05	302.2	33.5	0	10.05	4/8/2022 18:10	9.1	4/8/2022 19:00
4/8/2022 20:00	9662	6.642	56.95	758.5	0	0	4.892	0.351	29.32	7.024	28.68	6.649	323.6	49.8	0	8.99	4/8/2022 19:20	6.642	4/8/2022 20:00
4/8/2022 21:00	9663	7.918	37.58	758.9	0	0	4.931	0.351	29.32	13.42	27.55	12.04	356.9	61.37	0.254	7.952	4/8/2022 20:40	6.782	4/8/2022 20:10
4/8/2022 22:00	9664	7.031	37.51	758.7	0	0	4.97	0.351	29.32	4.169	25.56	8.79	59.34	90.7	0	7.577	4/8/2022 21:10	7.031	4/8/2022 22:00
4/8/2022 23:00	9665	6.621	30.68	758.4	0	0	4.989	0.35	29.31	7.462	289.7	10.58	203.9	95.8	0	7.065	4/8/2022 22:20	6.485	4/8/2022 22:10
4/9/2022 0:00	9666	5.802	31.16	758.4	0.668	0	4.989	0.351	29.32	9.01	139.3	9.31	80.1	92.2	0.254	6.314	4/8/2022 23:10	5.802	4/9/2022 0:00
4/9/2022 1:00	9667	4.745	33.04	757.8	0.668	0	4.998	0.351	29.32	11.56	122	9.05	252.9	73.56	0	5.427	4/9/2022 0:10	4.745	4/9/2022 1:00
4/9/2022 2:00	9668	2.294	59.87	758.9	0	0	4.972	0.35	29.31	8.22	337.2	11	343.2	82.9	0	4.68	4/9/2022 1:10	2.294	4/9/2022 2:00
4/9/2022 3:00	9669	2.745	55.07	759.2	0.668	0	4.953	0.35	29.31	5.984	260.4	6.671	355.4	51.41	0	2.813	4/9/2022 2:50	1.75	4/9/2022 2:10
4/9/2022 4:00	9670	1.926	60.6	759.2	0	0	4.915	0.35	29.31	7.98	311.1	8.43	298.4	56.79	0	2.882	4/9/2022 3:20	1.926	4/9/2022 4:00
4/9/2022 5:00	9671	2.61	49.81	759.3	0	0	4.88	0.35	29.31	6.949	146.4	7.255	241.7	73.66	0	2.749	4/9/2022 4:40	1.857	4/9/2022 4:10
4/9/2022 6:00	9672	0.903	69.58	759.8	3.342	0.002	4.839	0.35	29.3	3.289	116.2	5.848	141.3	75.32	0	2.609	4/9/2022 5:10	0.903	4/9/2022 6:00
4/9/2022 7:00	9673	0.538	74.38	759.5	46.8	0.021	4.796	0.35	29.3	7.957	319	5.068	305.4	50.32	0	0.671	4/9/2022 6:40	0.538	4/9/2022 7:00
4/9/2022 8:00	9674	0.403	78.62	759.9	125.7	0.056	4.748	0.35	29.3	10.75	321	8.21	304.5	14.74	0	0.642	4/9/2022 7:40	0.369	4/9/2022 7:20
4/9/2022 9:00	9675	0.675	78.96	759.8	335	0.155	4.691	0.35	29.3	7.55	270.2	8.17	309.2	23.07	0	0.745	4/9/2022 8:50	0.437	4/9/2022 8:10
4/9/2022 10:00	9676	1.348	77.3	759.8	346.3	0.155	4.651	0.349	29.28	5.507	295.6	5.978	277.3	17.04	0	1.348	4/9/2022 10:00	0.708	4/9/2022 9:10
4/9/2022 11:00	9677	1.584	78.56	760	557.5	0.258	4.598	0.35	29.3	5.736	264.2	5.609	293.1	39.15	0	1.584	4/9/2022 11:00	1.448	4/9/2022 10:40
4/9/2022 12:00	9678	0.864	85.7	760.2	374.3	0.172	4.56	0.35	29.3	5.544	349.3	4.799	330	32.05	0	2.13	4/9/2022 11:20	0.864	4/9/2022 12:00
4/9/2022 13:00	9679	4.609	54.3	759.1	1223	0.601	4.539	0.35	29.3	4.969	304.1	8.79	336.3	48.7	0	4.609	4/9/2022 13:00	1.002	4/9/2022 12:10
4/9/2022 14:00	9680	4.736	48.66	759.1	1433	0.709	4.528	0.349	29.28	7.521	285.1	8.04	239.1	69.27	0	4.949	4/9/2022 13:30	4.233	4/9/2022 13:10
4/9/2022 15:00	9681	5.582	44.32	758.8	710.9	0.329	4.532	0.349	29.28	5.67	314.4	9.2	208.2	62.04	0	5.582	4/9/2022 15:00	4.831	4/9/2022 14:30
4/9/2022 16:00	9682	2.42	65.01	758.9	74.84	0.03	4.566	0.349	29.28	7.64	14.05	10.19	31.91	66.12	0.254	5.07	4/9/2022 15:20	2.42	4/9/2022 16:00
4/9/2022 17:00	9683	2.771	57.35	759.2	102.9	0.046	4.616	0.349	29.28	8.72	111.6	7.974	146.1	40.95	0.254	3.112	4/9/2022 16:50	2.013	4/9/2022 16:10
4/9/2022 18:00	9684	3.289	46.43	758.6	155.8	0.067	4.675	0.349	29.28	8.19	159	10.31	229.9	79.73	0	3.392	4/9/2022 17:40	2.772	4/9/2022 17:10
4/9/2022 19:00	9685	2.608	56.85	759.2	26.74	0.021	4.723	0.349	29.28	6.798	276.7	8.87	320.5	86.6	0	3.291	4/9/2022 18:20	2.608	4/9/2022 19:00
4/9/2022 20:00	9686	2.199	50.8	758.9	0	0	4.761	0.349	29.27	12	297	7.792	325.4	60.65	0	2.643	4/9/2022 19:10	2.165	4/9/2022 19:50
4/9/2022 21:00	9687	1.934	51.32	759.4	0	0	4.787	0.349	29.27	7.525	219.5	8.77	270	33.08	0	2.102	4/9/2022 20:30	1.934	4/9/2022 21:00
4/9/2022 22:00	9688	1.459	60.75	758.8	0	0	4.787	0.349	29.28	3.12	347	7.535	289.1	39.7	0	1.901	4/9/2022 21:30	1.288	4/9/2022 21:50
4/9/2022 23:00	9689	0.881	64.65	759.4	0	0	4.768	0.349	29.28	7.762	23.47	5.382	344.7	73.16	0	1.291	4/9/2022 22:40	0.881	4/9/2022 23:00
4/10/2022 0:00	9690	0.232	72.75	759.3	0	0	4.75	0.349	29.27	7.769	79.63	6.02	54.79	26.04	0	0.676	4/9/2022 23:10	0.232	4/10/2022 0:00
4/10/2022 1:00	9691	-0.143	75.68	758.9	0	0	4.715	0.349	29.27	1.975	215	4.555	311.2	73.98	0.254	0.301	4/10/2022 0:10	-0.143	4/10/2022 1:00
4/10/2022 2:00	9692	-0.827	82.7	759.3	0	0	4.678	0.349	29.27	0.303	140.5	1.73	180.8	80	0	-0.178	4/10/2022 1:10	-0.827	4/10/2022 2:00
4/10/2022 3:00	9693	-1.607	95.7	758.9	0	0	4.639	0.349	29.27	3.65	153.9	2.738	148.5	51.54	0	-0.86	4/10/2022 2:10	-1.642	4/10/2022 2:50
4/10/2022 4:00	9694	-1.81	97.6	758.5	0	0	4.591	0.349	29.27	3.158	114.3	1.676	141.9	21.33	0	-1.64	4/10/2022 3:30	-1.81	4/10/2022 4:00
4/10/2022 5:00	9695	-2.083	98	758.9	0	0	4.544	0.349	29.26	0.809	148.8	0.976	214.9	70.52	0.762	-1.707	4/10/2022 4:40	-2.083	4/10/2022 5:00
4/10/2022 6:00	9696	-2.32	97.9	759	1.338	0	4.509	0.349	29.26	3.019	344.4	2.012	256.9	43.34	1.016	-2.081	4/10/2022 5:30	-2.32	4/10/2022 6:00
4/10/2022 7:00	9697	-1.841	98	758.4	26.08	0.011	4.453	0.349	29.26	1.555	183.6	1.236	255	59.7	1.524	-1.841	4/10/2022 7:00	-2.422	4/10/2022 6:30
4/10/2022 8:00	9698	-1.978	97.8	758.7	71.56	0.029	4.413	0.348	29.24	3.008	130.1	4.062	137	14.61	0.254	-1.978	4/10/2022 8:00	-2.388	4/10/2022 7:30
4/10/2022 9:00	9699	2.247	76.84	758.6	296.9	0.124	4.371	0.348	29.24	0.697	131.7	0.494	134	1.325	1.524	2.247	4/10/2022 9:00	-1.637	4/10/2022 8:10
4/10/2022 10:00	9700	0.253	77.57	758	732.7	0.348	4.332	0.348	29.24	1.851	202.8	2.383	130.8	34.19	0.508	1.189	4/10/2022 9:10	0.253	4/10/2022 10:00
4/10/2022 11:00	9701	0.178	71.24	758	688.5	0.317	4.291	0.348	29.24	4.844	297.7	2.41	299.4	55.09	0.254	2.024	4/10/2022 10:30	0.075	4/10/2022 10:50
4/10/2022 12:00	9702	0.218	70.3	757.9	641.7	0.307	4.253	0.348	29.24	3.749	119.7	3.12	113.7	88.6	0.254	0.861	4/10/2022 11:10	0.077	4/10/2022 11:30
4/10/2022 13:00	9703	0.649	71.98	756.9	562.8	0.26	4.211	0.348	29.23	6.045	305.1	4.144	109.1	89	0.254	1.819	4/10/2022 12:30	0.184	4/10/2022 12:10
4/10/2022 14:00	9704	1.911	67.13	756.8	622.9	0.285	4.191	0.348	29.23	4.962	137.3	5.624	271.2	50.94	0	1.911	4/10/2022 14:00	0.819	4/10/2022 13:10
4/10/2022 15:00	9705	0.284	71.55	757.2	312.8	0.145	4.176	0.348	29.24	4.752	341.5	5.107	126.2	70.19	0.508	1.775	4/10/2022 14:10	0.284	4/10/2022 15:00
4/10/2022 16:00	9706	0.253	74.22	757	675.1	0.326	4.186	0.349	29.26	16.19	293.7	12.66	288.9	51.63	0.508	0.628	4/10/2022 15:20	0.253	4/10/2022 16:00
4/10/2022 17:00	9707	-0.557	85.4	757.6	292.8	0.129	4.201	0.349	29.27	12	304.8	14.16	295.9	9.27	0.254	0.219	4/10/2022 16:10	-0.902	4/10/2022 16:50
4/10/2022 18:00	9708	-1.373	84.4	757.5	111.7	0.046	4.216	0.35	29.3	6.713	282.3	9.89	293.8	13.95	0	-0.657	4/10/2022 17:10	-1.373	4/10/2022 18:00
4/10/2022 19:00	9709	-1.162	84.1	756.7	26.08	0.012	4.237	0.35	29.3	0.806	271.8	3.705	184.7	85.1	0	-0.961	4/10/2022 18:40	-1.271	4/10/2022 18:10
4/10/2022 20:00	9710	-2.388	90.9	757.4	0	0	4.241	0.35	29.31	0	236.1	0.932	197.1	18.85	0	-1.367	4/10/2022 19:10	-2.388	4/10/2022 20:00
4/10/2022 21:00	9711	-3.102	93	757.4	0	0	4.243	0.351	29.34	0.773	311.4	2.409	171.2	61.22	0	-2.42	4/10/2022 20:10	-3.102	4/10/2022 21:00
4/10/2022 22:00	9712	-3.643	92.8	756.8	0	0	4.234	0.352	29.35	0.613	133.4	1.26	183.6	51.03	0	-3.101	4/10/2022 21:10	-3.643	4/10/2022 22:00
4/10/2022 23:00	9713	-3.505	93.3	757.2	0	0	4.219	0.352	29.35	2.401	132.6	1.982	296.6	90.2	0	-3.301	4/10/2022 22:50	-3.848	4/10/2022 22:20
4/11/2022 0:00	9714	-3.027	93.5	757.3	0	0	4.189	0.352	29.35	0.784	285.3	1.326	296.9	74.96	0	-3.027	4/11/2022 0:00	-3.368	4/10/2022 23:10
4/11/2022 1:00	9715	-3.029	92.8	756.9	0	0	4.147	0.352	29.36	4.93	176.9	2.007	196.5	62.57	0	-2.994	4/11/2022 0:30	-3.096	4/11/2022 0:10
4/11/2022 2:00	9716	-2.726	86.3	756.6	0	0	4.108	0.352	29.36	13.47	158.5	10.85	138	21.25	0	-2.725	4/11/2022 1:20	-2.863	4/11/2022 1:40
4/11/2022 3:00	9717	-2.555	76.8	756.8	0	0	4.061	0.352	29.35	16.54	137.9	14.48	127.8	7.446	0	-2.18	4/11/2022 2:30	-2.692	4/11/2022 2:10
4/11/2022 4:00	9718	-2.248	60.03	756.6	0	0	4.013	0.352	29.36	14.53	133	15.49	131.6	8.35	0	-2.248	4/11/2022 4:00	-2.59	4/11/2022 3:10
4/11/2022 5:00	9719	-2.795	63.99	756	0	0	3.965	0.352	29.36	13.51	164.9	13.47	139.8	14.84	0	-2.385	4/11/2022 4:40	-2.795	4/11/2022 4:50
4/11/2022 6:00	9720	-2.861	52.79	756.2	14.04	0.006	3.907	0.352	29.36	16.78	108.8	14.43	118.7	15.94	0	-2.59	4/11/2022 5:20	-3.034	4/11/2022 5:30
4/11/2022 7:00	9721	-2.585	50.16	756.1	313	0.189	3.85	0.352	29.36	19.2	84.1	16.98	109.4	18.36	0	-2.585	4/11/2022 7:00	-3.132	4/11/2022 6:30
4/11/2022 8:00	9722	-2.01	40.59	756	667.5	0.348	3.783	0.352	29.35	19.49	92.5	19.47	108.3	13.3	0	-1.976	4/11/2022 7:50	-2.691	4/11/2022 7:10
4/11/2022 9:00	9723	-1.508	44.54	755.4	1212	0.624	3.729	0.352	29.35	25.59	90.8	22.04	95.4	9.08	0	-1.508	4/11/2022 9:00	-1.942	4/11/2022 8:10
4/11/2022 10:00	9724	-1.134	48.22	756	652.6	0.302	3.662	0.352	29.35	20.15	109.6	22.95	111.8	22.97	0	-0.758	4/11/2022 9:50	-1.544	4/11/2022 9:40
4/11/2022 11:00	9725	-1.373	43.61	755.1	734.2	0.331	3.603	0.351	29.34	17.94	136.1	16.82	109.9	15.85	0	-0.963	4/11/2022 10:10	-1.373	4/11/2022 11:00
4/11/2022 12:00	9726	-0.724	43.31	754.8	679.4	0.306	3.546	0.351	29.34	13.41	105.6	18.81	116.4	13.06	0	-0.587	4/11/2022 11:40	-1.27	4/11/2022 11:20
4/11/2022 13:00	9727	-0.183	47.94	754.8	846	0.387	3.493	0.351	29.34	15.93	122.7	14.27	83.4	31.12	0	0.232	4/11/2022 12:10	-0.895	4/11/2022 12:20
4/11/2022 14:00	9728	-0.76	40.09	754.4	679.3	0.31	3.455	0.351	29.34	17.63	120.7	18.13	94.5	24.55	0	-0.557	4/11/2022 13:50	-0.969	4/11/2022 13:30
4/11/2022 15:00	9729	-0.793	34.73	755.3	585	0.27	3.426	0.351	29.34	14.03	86.2	19.84	109.2	20.95	0.254	-0.452	4/11/2022 14:20	-0.896	4/11/2022 14:50
4/11/2022 16:00	9730	-0.895	48.7	755.1	596.4	0.285	3.427	0.351	29.34	24.17	101.3	21.35	119.4	9.39	0	-0.383	4/11/2022 15:20	-1.066	4/11/2022 15:50
4/11/2022 17:00	9731	-1.51	51.09	754.8	321	0.151	3.421	0.351	29.32	17.26	145.9	19.84	120	15.29	0	-1.168	4/11/2022 16:10	-1.544	4/11/2022 16:30
4/11/2022 18:00	9732	-1.987	43.41	755.9	129.7	0.062	3.423	0.351	29.32	20.76	114	17.36	118.4	10.86	0	-1.339	4/11/2022 17:10	-2.022	4/11/2022 17:40
4/11/2022 19:00	9733	-2.422	49.7	756.1	18.06	0.01	3.414	0.351	29.32	19.23	107.7	17.91	121.6	6.812	0	-1.983	4/11/2022 18:10	-2.422	4/11/2022 19:00
4/11/2022 20:00	9734	-2.593	46.32	756.4	0	0	3.419	0.351	29.32	15.22	103.1	12.98	102.6	20.91	0	-2.217	4/11/2022 19:10	-2.728	4/11/2022 19:40
4/11/2022 21:00	9735	-2.659	44.89	757.1	0	0	3.4	0.35	29.31	14.51	115.8	18.89	113.4	12.9	0	-2.522	4/11/2022 20:30	-2.66	4/11/2022 20:10
4/11/2022 22:00	9736	-3.17	54.94	756.9	0	0	3.381	0.35	29.31	21.25	112.2	18.23	119.3	5.055	0	-2.59	4/11/2022 21:10	-3.205	4/11/2022 21:50
4/11/2022 23:00	9737	-3.512	53.98	757	0	0	3.352	0.35	29.31	19.02	114.9	16.65	92.8	24.92	0	-3	4/11/2022 22:40	-3.512	4/11/2022 23:00
4/12/2022 0:00	9738	-3.477	53.3	758.1	0	0	3.314	0.35	29.31	15.26	125.8	20.51	115.1	10.12	0	-3.341	4/11/2022 23:20	-3.649	4/11/2022 23:10
4/12/2022 1:00	9739	-4.02	56.82	758.6	0	0	3.286	0.35	29.3	6.834	341.3	10.71	97.6	49.81	0	-3.614	4/12/2022 0:10	-4.02	4/12/2022 1:00
4/12/2022 2:00	9740	-4.155	54.02	758.5	0	0	3.239	0.35	29.31	9.2	172.2	9.02	101.3	55.08	0	-4.019	4/12/2022 1:20	-4.224	4/12/2022 1:30
4/12/2022 3:00	9741	-4.599	50.06	759.4	0	0	3.203	0.35	29.3	10.83	104.6	12.44	114.2	24.76	0	-4.189	4/12/2022 2:10	-4.599	4/12/2022 3:00
4/12/2022 4:00	9742	-5.312	55.47	760	0	0	3.148	0.35	29.3	15.08	109.7	16.81	107.6	13.77	0	-4.734	4/12/2022 3:30	-5.312	4/12/2022 4:00
4/12/2022 5:00	9743	-5.619	52.22	760	0	0	3.115	0.349	29.28	12.94	107.3	14.46	113.7	10.88	0	-5.38	4/12/2022 4:10	-5.619	4/12/2022 5:00
4/12/2022 6:00	9744	-6.131	52.6	761.1	8.03	0.003	3.068	0.349	29.28	16.74	116.6	15.53	102.6	19.17	0	-5.755	4/12/2022 5:10	-6.165	4/12/2022 5:50
4/12/2022 7:00	9745	-6.096	49.18	761.5	121.1	0.058	3.02	0.349	29.28	13.73	107.6	15.68	120.4	11.07	0	-6.096	4/12/2022 7:00	-6.302	4/12/2022 6:40
4/12/2022 8:00	9746	-5.755	41.73	762.1	372.6	0.181	2.981	0.349	29.27	13.04	99.9	13.99	104	13.21	0	-5.755	4/12/2022 7:40	-5.958	4/12/2022 7:10
4/12/2022 9:00	9747	-5.175	42.89	762.7	566.6	0.271	2.931	0.349	29.27	13.58	52.7	14.01	81	17.81	0	-5.038	4/12/2022 8:40	-5.482	4/12/2022 8:10
4/12/2022 10:00	9748	-4.67	45.68	762.6	872	0.422	2.887	0.349	29.27	12.69	80.4	12.08	78.61	14.77	0	-4.67	4/12/2022 10:00	-5.18	4/12/2022 9:30
4/12/2022 11:00	9749	-4.06	39.9	762.7	1303	0.638	2.845	0.349	29.27	18.92	92.4	16	84.6	13.43	0	-4.025	4/12/2022 10:50	-4.741	4/12/2022 10:10
4/12/2022 12:00	9750	-3.65	32.8	763.6	1218	0.594	2.806	0.349	29.26	21.19	88.4	19.13	90.8	26.26	0	-3.548	4/12/2022 11:20	-3.992	4/12/2022 11:30
4/12/2022 13:00	9751	-3.149	39.14	763.5	992	0.476	2.773	0.349	29.26	13.73	47.92	17.71	74.82	38.89	0	-2.664	4/12/2022 12:30	-3.418	4/12/2022 12:40
4/12/2022 14:00	9752	-2.739	41.77	763.4	1303	0.633	2.743	0.348	29.24	9.67	20.32	13.6	87.6	38.89	0	-2.363	4/12/2022 13:40	-3.217	4/12/2022 13:10
4/12/2022 15:00	9753	-3.015	37.22	764.1	826	0.394	2.708	0.348	29.24	7.741	73.47	9.85	44.63	26.96	0	-2.193	4/12/2022 14:10	-3.295	4/12/2022 14:30
4/12/2022 16:00	9754	-3.832	34.6	763.8	434	0.189	2.705	0.348	29.24	9.45	11.06	11	1.102	7.498	0	-3.286	4/12/2022 15:10	-3.9	4/12/2022 15:50
